der Weihnachtsfeiertag; -e	the Christmas Day ('Weihnachten,' Weihnachtstag' or ...)	
die Dampflokomotive; -n	the steam locomotive	
veränderlich	changeable, versatile, shifting, fluctuating, variable ('variabel,' 'vielfältig," or 'v_')	
das Pflichtfach; -"er	the required subject, compulsory subject	
das Schwarzbrot; -e	the rye bread	
kürzen	to shorten, reduce, cut back	
vielfältig	Diverse, varied, versatile, multi-faceted, various ('v_')	
das Regenwetter	the rainy weather (no plural)	
kommunistisch	communist (adj.)	
der Mittelstand; -"e	the middle class, small to mid-size business	
touristisch	touristic	
die Komponistin; -nen	the female composer	
der Hockeyschläger; -	the hockey stick	
die Akku; -s	battery (not B_)	
der Gastarbeiter; -	the guest worker, foreign worker	
die Bundesrepublik	the Federal Republic (no plural)	
die Klassenarbeit; -en	the classwork	
jobben	to work (part-time), to temp (work), do odd jobs	
hageln	to hail	
der Fensterladen; -"	the window shutter	
das Schaubild; -er	the chart, schematic, diagram, graph	
der Klapptisch; -e	the folding table	
die Vorgehensweise; -n	the approach, procedure, strategy, tactic, method (of dealing with sth)	
das Umland	the surrounding region, surrounding land (no plural) (U)	
die Damenabteilung; -en	the women's department	
die Informatik	the Computer Science, IT (Information Technology	
der Puls; -e	the pulse, pulse rate, heart rate	
der Kreisverkehr; -e	the traffic circle; the roundabout	
regnerisch	rainy	
konfrontieren	to confront	
prächtig	superb, splendid, stately, magnificent ('p_')	
wegschwimmen	to swim away	
dual	dual	
umfassend	comprehensive,  including, full, comprising, extensive ('u_')	
entwerten	to cancel, stamp or validate (a ticket), void, devalue	
das Etagenbett; -en	the bunk bed	
die Ohrenschmerzen	the earache (plural only)	
der Rechner	computer, calculator, computers	
wolkenlos	cloudless, clear (sky)	
das Bruttosozialprodukt; -e	the Gross National Product	
abbestellen	to cancel an order	
die Geldtasche; -n	the wallet ('G_')	
die Ingenieurin; -nen	the female engineer	
die Buslinie; -n	the bus line	
österreichisch	Austrian (adj.)	
Liechtenstein	Liechtenstein	
die Anklage; -n	the accusation, charge, prosecution, indictment ('A_')	
geographisch	geographic	
das Hundewetter	the rotten weather ('H_') (no plural)	
das Ornament; -e	the ornament	
das Einzelbett; -en	the single bed	
die Ewigkeit	the eternity, perpetuity, immortality	
der Traumberuf; -e	the dream job, job of one's dreams	
väterlich	fatherly	
die Semesterferien	the semester break (plural only)	
die Leidenschaft; -en	the passion, fervor, zeal	
der Couchtisch; -e	the coffee table	
verhalten (adj)	cautious, restrained, muted, subdued (adj)	
der Kassenzettel; -	the sales receipt, sales slip (not 'Verkaufsbeleg')	
der Champignon; -s	the mushroom	
heraufziehen	to pull up, loom, gather (storm)	
das Feinkostgeschäft; -e	the delicatessen, deli	
glatzköpfig	bald headed, bald	
übertreiben	to exaggerate, overstate, boast	
zurückbezahlen	to pay back, repay	
der Personenwagen; -	the passenger car (automotive / rail)	
schlüpfrig	elusive, salacious, slippery slick, risqué	
wolkig	cloudy ('w_')	
die Abbildung; -en	the illustration, picture, image, figure ('A_')	
der Emigrant; -en; -en	the emigrant ('E_')	
die Fabel; -n	the fable	
das Schulzeugnis; -se	the school report card, school grades card ('S_')	
zuordnen	to match, assign, allocate	
der Mikrowellenherd; -e	the microwave oven	
gegebenenfalls	if necessary, where appropriate, as the case may be	
das Privileg; -ien	the privilege, prerogative	
verwandeln	to transform, to metamorphose, to convert sb/sth, to turn sth into sth else	
das Gerücht; -e	the rumor, hearsay	
die Seniorin; -nen	the female senior citizen	
der Staatschef; -s	the head of state	
proklamieren	to proclaim	
das Junkfood; -s	the junk food	
undefinierbar	indefinable	
der Azubi; -s	the apprentice, trainee (abbreviation)	
zusammenwohnen	to live together	
überschnappen	to go crazy, to snap (not 'ausrasten')	
die Platzkarte; -n	the reservation ticket (for a seat), reservation card	
das Sauwetter	the rotten weather ('S_') (no plural)	
verhalten	to restrain, contain (one's temper) hold (breath), curb (appetite), control	
ehemalig	former, onetime	
spritzen	to splash, squirt, spritz, inject, spurt, splatter, spray, sprinkle, slosh	
multikulturell	multicultural	
aufrunden	to round up, adjust upward	
die Gesamtbevölkerung; -en	the total population	
haarlos	hairless	
die Europäerin; -nen	the female European	
kanadisch	Canadian (adj.)	
die Kocherei	the cooking (no plural)	
der Erziehungsurlaub; -e	the pregnancy leave, childcare leave	
osteuropäisch	Eastern European (adj.)	
bayerisch	Bavarian	
die Beobachtung; -en	the observation, monitoring, surveillance ('not Bet_')	
das Bundesministerium; die Bundesministerien	the federal ministry	
beeindruckt	impressed	
der Hauptberuf; -e	the day job, one's regular job	
der Hochschulabschluss; -"e	the university degree ('H_')	
die Partnerstadt; -"e	the twin city, sister city	
farbig	colored, in color, colorful	
herunterladen	to download (not 'downloaden,' 'laden')	
das Farbfoto; -s	the color photo	
die Hauptsache; -n	the main thing, the most important thing	
die Schlacht; -en	the battle, slaughter (of people), combat	
angesehen	respected, imminent, reputed, prestigious ('a_')	
durchaus	quite, perfectly, completely, thoroughly, definitely, absolutely ('d_')	
die Deutschstunde; -n	the German lesson	
der Sommerschlussverkauf; -"e	the summer closeout sale, summer clearance sale	
die Nachttischlampe; -n	the bedside lamp	
wässerig	watery, diluted	
die Wetterkarte; -n	the weather map	
das Verkehrszeichen; -	the traffic sign, street sign, road sign	
umfangreich	extensive, enormous, comprehensive	
gebührenfrei	free, without charge (ge_)	
sehenswert	worth seeing	
die Zahnklinik; -en	the dental clinic	
rauswachsen	to grow out	
der Elektroherd; -e	the electric stove	
die Reichweite; -n	the range, reach, scope, coverage	
bedingen	to require, determine, necessitate ('b_')	
der Sauerbraten; -	the marinated roast beef	
der Beistelltisch; -e	the end table	
der Bundestag	the German parliament (no plural)	
der Weinkenner; -	the wine connoisseur	
der Esslöffel; -	the tablespoon	
die Rückkehr; -	the return, recurrence, comeback	
voran	forth, ahead, before, at the head	
der Flüchtling; -e	the refugee, fugitive	
mitlesen	to read along	
die Anfrage; -n	the inquiry, question, query	
feige	cowardly	
der Ossi; -s	the East German	
der Wessi; -s	the West German	
die Blumenhändlerin; -nen	the female florist	
preisgünstig	low-priced, economical, inexpensive (not 'preiswert') ('p_')	
der Fußgängerüberweg; -e	the pedestrian bridge, pedstrian crossing ('F_')	
die Querflöte; -n	the transverse flute	
das Sportprogramm; -e	the sports program	
die Fleischerei; -en	the butcher shop, meat market ('F_')	
hügelig	hilly	
belgisch	Belgian (adj.)	
das Kleidergeschäft; -e	the clothing store (K~)	
ätzend	irritating; really annoying; sucky [colloquial]	
die Blockflöte; -n	the recorder (musical instrument)	
sandig	sandy	
das Delikatessengeschäft; -e	the delicatessen	
die Festung; -en	the fortress, stronghold, fort	
klassenlos	classless (society), without classes	
momentan	momentary, present, for the moment, at the moment	
buschig	bushy	
passioniert	passionate	
das Fotogeschäft; -e	the photo store	
zukünftig	future, in the future (one word)	
israelisch	Israeli (adj.)	
die Bauchschmerzen	stomachache (plural)	
mutterlos	motherless	
fleischlos	meatless, fleshless, without meat	
vaterlos	fatherless	
das Spielwarengeschäft; -e	the toy store	
der Ortsname; -ns; -n	the place name (weak and special)	
die Dreiergruppe; -n	the threesome, triad, trio, group of three	
die Peseta; die Peseten	the peseta (former Spanish currency)	
einschmieren	to rub in, to smear in	
die Residenz; -en	the residence	
emigrieren	to emigrate ('e_')	
nieseln	to drizzle (rain)	
der Winterschlussverkauf; -"e	the winter sale, winter closeout sale	
das Softeis	the soft ice cream (no plural)	
die Brauerei; en	the brewery, beer plant, beer company	
das Eigentum; -	the property, possession, ownership, properties	
die Glückwunschkarte; -n	the greeting card (christmas card, birthday card, etc.)	
die Herrenabteilung; -en	the men's department	
interkulturell	intercultural	
schunkeln	to sway to the music	
die Sportabteilung; -en	the sporting goods department	
das Autobahnkreuz; -e	the highway intersection	
das Informationszeitalter	the Information Age (no plural)	
zweisprachig	bilingual	
die Studienrichtung; en	the field of study	
rezeptfrei	prescription-free, available over the counter (U.S.)	
der Heimtrainer; -	the exercise machine, home gym	
der Kulturschock	the culture shock (no plural)	
unkultiviert	unrefined, rude, uncultivated	
imaginär	imaginary ('erfunden', eingebildet', or ...)	
das Blumengeschäft; -e	the flower shop ('Blumenladen' or...)	
reifen	to ripen, mature, age	
der Goldschmied; -e	the goldsmith	
der Klappstuhl; -"e	the folding chair	
verwendbar	usable; applicable	
die Qual; -en	torture, agony, anguish	
der Stoffbär; -en; -en	the stuffed toy bear	
der Schrebergarten; -"	the garden plot	
der Superlativ; -e	the superlativ	
der Baustil; -e	the building style	
der Wahnsinn; -	madness, insanity (not 'Irrsinn')	
sich setzen	to sit oneself down ('s~')	
sich erinnern	to remember (reflexive)	
Lust haben	to have an urge (for sth)	
hier unten	down here	
die Theaterkarte; -n	the theatre ticket	
im Gegensatz zu	in contrast to (3 words)	
das Können; -	the prowess, ability,  skills, expertise ('K_')	
möglichst viel	as much as possible (so viel wie möglich or ... 'm~')	
in Ordnung	in order (as it should be)	
der Tennisschuh; -e	the tennis shoe	
Guten Rutsch!	Happy New Year! (Frohes Neues Jahr) (two words)	
Sie hat keine Ahnung.	She has no clue/idea	
Tschüss!	Bye bye, so long ('T_')	
die Überlegung; -en	the consideration, deliberation, reflection, pondering, thought	
die Wochenzeitung; -en	the weekly newspaper	
sich in jemand verlieben	to fall in love with sb (four words) (reflexive)	
die klassische Musik; -en	the classical music	
aufs Land	to the country	
sich die Haare trocknen	to dry one's hair	
Sie ist eine Nervtante.	She gets on my nerves. (2)	
der Stab; -"e	the staff, rod, bar, stick, wand	
die Übertragung; -en	the transfer, transmission, delivery, broadcast, broadcasting (Ü)	
Verflixt!	Darn it!, dang! shoot! blimey, bloody	
der Blitz	the lightning	
der Wohnungsbau; -	the housing construction, residential construction, appartment construction	
der Hausschuh; -e	the house shoe, bedroom slipper, slipper	
die Rockgruppe; -n	the rock group	
einundzwanzig werden	to become twenty-one	
sich langweilen	to be bored	
die Gießkanne; -n	the watering can	
fallen lassen	to drop, let fall	
zusammenstoßen	to collide (2 objects) clash, run into, bump into, encounter sb/sth	
der Familienname; -ns; -n	the surname, last name, family name	
begründet	justified, founded, established	
um ... zu ...	in order to ...	
der Wohnraum	living space, living room, living area	
kuscheln	to cuddle	
gut aussehend	good looking, attractive, handsome 2 parts ('g_')	
die Hecke schneiden	to clip/cut the hedge(s)	
das Öl; -e	the oil	
im Voraus	beforehand, in advance, up front (i_) (2 part phrase)	
der Klimawandel	climate change	
Hunger haben	to be hungry	
Es donnert.	It's thundering.	
der Mittelklassewagen; -	the mid-sized car	
das Unternehmen; -	company, enterprise, corporation, business, firm	
ungern	reluctantly, begrudgingly, unwillingly (not "unwillig', 'widerwillig')	
pleite	broke, bankrupt, penniless (adj)	
bei Nacht	at night, by night ('nachts' or ...)	
Es macht mir Spaß.	It's fun to me. It's fun ('es_')	
der Schädel	skull, cranium	
hoffentlich	hopefully	
in der Praxis	in practice ('faktisch', 'in Wirklichkeit', or ...)	
sich interessieren für	to be interested in	
das Parfüm; -e	the perfume	
ums Leben kommen	to die (idiom) (3 parts) ('u_')	
der Toner	the toner (laser printer)	
Angst kriegen	to get scared ('Angst bekommen' or 'A_')	
zurückwerfen	to throw back, reflect, bounce, reverberate, put back (delay)	
Kurz gesagt, ...	Putting it briefly ...	
das Rheintal	the Rhine valley (no plural)	
das letzte Mal	the last time (no plural)	
Ende Juli	the end of July	
zweieinhalb	two and a half	
sogenannt	so-called	
sag mal	say, tell me	
der Individualist; -en; -en	the individualist	
be­schleu­ni­gen	to accelerate, speed up, hasten	
die Härte; -n	hardship, severity, harshness, rigidity, toughness	
in Pension gehen	to go on pension, to retire ('in Rente gehen' or ...)	
der Dienst	Short for Tuesday (Tue.) service, duty	
die Stoppel	the stubble (no plural)	
immer noch	still, yet, to this day (two words)	
deutschsprachig	German-speaking	
die Bürohilfe	the office help (no plural)	
gleich um die Ecke	right around the corner	
Igitt!	Yuck! ('pfui!' or ...)	
das Beisel; -n	the pub (Austrian term)	
Jahrelang	for years, for ages	
spätestens	at the latest, no later than	
der Datenschutz; -	the data protection, data privacy	
sich amüsieren	to enjoy oneself ('sich vergnügen,' 'sich unterhalten,' or ...)	
Vorsicht!	Be careful!, watch out! ('V_')	
der Unternehmer; -	the entrepreneur, businessman, contractor	
die EDV-Kenntnisse (Elektronische Datenverarbeitung)	the computer experience, computer skills computer literacy	
Das ist echt toll.	That is really fantastic/awesome, great	
sich etwas vorstellen	to imagine something ('s_')	
sämtlich	altogether, all, complete (set of sth)	
der Südpol	the South Pole (no plural)	
die Empfehlung; -en	the recommendation, advice, reference	
neuseeländisch	New Zealand (adj.)	
anonym	anonymous, anonymously	
der Ruf; -e	the reputation, shout (from a distance)	
der Lieferwagen; -	the delivery van	
der Kompromiss; -e	the compromise, tradeoff	
verzweifeln	to despair, to become desperate	
den Tisch decken	to set the table	
die Weißwurst; -"e	the veal sausage	
die Südseeinsel; -n	the South Sea island	
der Faschingsdienstag; -e	the Shrove Tuesday, Mardi Gras (term used in southern Germany and Austria)	
die Tafel; -n	the board, blackboard, plaque (awards), panel, slab	
auf die Toilette gehen	to go to the restroom	
vergleichbar	comparable, similar (not 'gleichermaßen', komparabel)	
Spaß haben	to have fun	
die freie Marktwirtschaft	free enterprise	
die Zimmerpflanze; -n	the houseplant	
einen Spaziergang machen	to go for a walk (idiom) (3 words)	
Gesundheit!	Bless you!	
Recht haben	to be right, have a point (2 parts)	
im Moment	at the moment, for the moment	
verbrennen	to burn, sear, incinerate, scorch ('v_')	
erkältet sein	to have a cold	
zum ersten Mal	for the first time	
der Ostermontag; -e	the Easter Monday	
reagieren (auf)	to react (to)	
der Übergang; -"e	the transition, segue (music), junction, crossover, crossing	
gestehen	to confess, admit (not 'zugeben')	
der Hai; -e	the shark	
betteln (um)	to beg (for)	
zum Geburtstag gratulieren	to wish a happy birthday	
rezeptpflichtig	available on prescription (drug), requiring a prescription (adj.)	
der Treffer; -	the strike, hit, goal (sports)	
südlich (von)	south (of)	
gewidmet	dedicated, devoted, given	
der Ansatz; -"e	the approach (to a problem), concept, attempt, start	
zum einen	for one thing, for one, on the one hand, for a start	
der Tipp; -s	hint, tip, clue, pointer (T_)	
sich duschen	to take a shower	
wurmig	wormy	
demnach	thus, so, hence, according to this ('d_')	
das Verhalten; -	the behavior, conduct, demeanor	
eine Stunde lang	one hour long	
die Gemeinsamkeit; -en	the commonality, common feature, common ground ('G_')	
um die Wette laufen	to run a race (idiom)	
die Platzreservierung; -en	the seat reservation	
die Hinfahrt; -en	the journey there, the trip toward a specific destination	
vorn(e)	at the front	
die Realschule; -n	the secondary school ('R_')	
die Beute; - kein plural oder n	the prey, booty, loot, quarry, box (for beekeeping)	
hinunterfallen	to drop down, fall down ('herunterfallen' or ... 'hi'_)	
der Henkel; -	the handle (of a cup, pitcher, etc.), handhold (not 'Griff')	
dabei	thereby, at that point, as well, with it, in the process, at the same time (not damit, dadurch) (dab...)	
die Angelegenheit; -en	matter, issue, affair, concern, case	
der Bankkaufmann; -leute	the bank clerk	
die Übernahme; -n	the takeover, acquisition	
ein Stück Kuchen	a piece of cake	
Es kommt darauf an ...	It depends on ...	
der Eiserne Vorhang	the Iron Curtain (no plural)	
sich fühlen	to feel ('sich _')	
Toll!	Great! Cool! ('T_')	
der Fahrradverleih; -e	the bike rental	
die UV-Strahlen	the UV-rays (plural only)	
solch ein	such a	
die Bedingung; -en	the condition, requirement, term, stipulation, prerequisite ('B_')	
fragen nach	to ask about	
verantworten	to take responsibility (one word) (v)	
das Rätsel; -	the riddle, conundrum, mystery, puzzle, enigma	
nützlich	useful	
das gekochte Ei; -er	the boiled egg	
die Reichweite	range, reach	
Das stimmt.	That's right.	
die Bermudashorts	the Bermuda shorts (no plural)	
Recht haben	to be right ('R~') (idiom)	
das Rote Kreuz	the Red Cross (no plural)	
entwickeln	to develop, evolve, devise, generate, process, design	
jemand anders	somebody else (two words) (j)	
die Jobliste; -n	the list of jobs	
sich von etwas erholen	to recover from sth, to get over sth (flue, shock, etc.) (4 words)	
fertig lesen	to finish reading	
von unten	from below, underarm (pitch/throw, in baseball) from the bottom (up),	
außer Betrieb	out of order	
der Rabatt; -e	the discount (R_)	
unter vier Augen	in private, face to face, between you and me	
die Zusammenfassung; -en	the summary	
das Känguru; -s	the kangaroo	
fett gedruckt	in bold type	
gnadenlos	merciless, mercilessly, pitiless, ruthless, unforgiving	
die Öffentlichkeit; -en	the public; the publicity	
im Erdgeschoss	on the first (ground) floor	
wir kommen zu viert	the four of us are coming	
westlich (von)	west (of)	
der Softdrink; -s	the soft drink	
Das macht nichts!	That doesn't matter! (3 words) (D)	
die Sportreportage	the sports report (no plural)	
zehn Uhr	ten o'clock	
stumpf	blunt, dull, lackluster, tarnished	
die Asche; -n	the ash, cinder	
Ferien machen	to go on vacation	
sich benehmen	to behave (not 'sich verhalten')	
das Weltmeer; -e	the ocean ('W_')	
der Klavierlehrer; -	the piano teacher	
ehrgeizig	ambitious, driven, ambitiously	
sich die Haare färben	to dye one's hair	
Servus!	Hi! or Bye! (heard in Austria and Bavaria) ('S_')	
Liebe Grüße	Love (closing of a letter)	
die E-Mail; -s	the email	
bereits	already, as early as, even (even a little helps) ('b_')	
Wie geht es Ihnen?	How are you? (formal)	
Guten Appetit!	Enjoy your meal!	
sich entspannen	to relax, to rest ('sich ausruhen' or 'sich_')	
Das kommt nicht in Frage!	That's out of the question!	
die Geigerin; -nen	the female violinist	
entweder ... oder ...	either ... or ...	
rein	pure, sheer, purely, mere, clean	
melden	to report (sth), announce, notify, signal, message (sb)	
berühren	to touch, to concern, affect (sb) esp. emotionally, to meet (requirements, norms, etc.)	
am schwarzen Brett	on the bulletin board	
eine alleinerziehende Mutter	a single mother	
Ich habe es satt.	I'm sick of it. I'm fed up with it. ('Ich_')	
anmelden	to register, subscribe, announce, notify, enroll	
um die Ecke	around the corner	
der Fachmann; - Fachleute	specialist, expert, professional	
vermeintlich	allegedly, alleged, supposed, reputed, perceived ('v_')	
die Spielwaren	the toys ('Spielsachen,' 'Spielzeuge,' or ...)	
rund um	round, around (the clock care, service) (2 part phrase)	
der Österreicher; -	the Austrian person	
Wann bist du geboren?	When were you born? ('du" form)	
eingehen	to shrink (cloth), arrive, enter	
woran	whereof, of which, by which, on what	
der Schauspieler; -	the actor, comedian, showman (not 'D...')	
daheim	home, at home ('d_')	
zwar ... aber ...	it's true that ... but ...	
der Panzer; -	armor, tank, shell (zool)	
beleidigen	to insult, offend, slander ('bel_')	
beschimpfen	to berate, insult, abuse (verbally), scold ('bes_')	
sich die Haare föhnen	to blow dry one's hair	
schwören	to vow, swear (an oath), pledge	
sich verlaufen	to be/get lost, to go astray ('sich verirren' or ... 'sich_')	
infolge	as a result of, due to	
bis dahin	until then, up until then (two words)	
zuständig	responsible (agency), competent (authority), relevant (authority)	
überhaupt nichts	absolutely nothing, nothing at all (2 words) ('ü_')	
sich rasieren	to shave oneself, to give oneself a shave	
sich hinsetzen	to sit down, to sit oneself down	
der Ausschluss; -"e	exclusion, expulsion, suspension, elimination, disqualification	
die Identität; -en	the identity	
schimpfen	to berate, insult, offend, scold, rant ('s_')	
Christus	Christ	
doppeln	to duplicate, to double	
ein bisschen	a little bit, a little, a bit	
beträchtlich	considerably, considerable, substantial, sizable ('b_')	
der Diener; -	the attendant, servant, valet, butler	
der Gouverneur; -	the governor	
bemerkenswert	remarkable, notable, noticeable, exceptional ('b_')	
der Automechaniker; -	the auto mechanic	
echt spitze	really great	
zahllos	countless, innumerable	
nächstes Jahr	next year	
Mitte April	(in) the middle of April	
übergeben	to deliver (sth), to hand over (sth to sb), delivered	
sich verirren	to lose one's way ('sich verlaufen' or ...)	
befreien	to free, release, relieve (pain), rid	
die Teilzeitarbeit; -en	the part time work ('Nebentätigkeit' or ...)	
stöhnen	to groan, moan	
auswendig lernen	to memorize, to learn by heart, to learn by rote	
bei uns	at our house, at our place	
weitermachen	to proceed, to continue, to carry on ('weiterfahren,' 'weiterführen,' or 'w_')	
der Ehemann; -"er	the husband ('Mann,' 'Gatte,' or ...)	
der Zweitwagen; -	the second car 'Zweitauto' or ...)	
die Altersgruppe; -n	the age group	
stammen	to stem (from), to be descended (from) to originate (from), to arise (from), to date back to	
die Aufenthaltsdauer	the length of stay (no plural) (A)	
sprachlich	linguistic, linguistically	
nicht mal	not even ('n_')	
der Börsenbericht; -e	the stock market report	
gar nicht	not at all, not a bit ('g_')	
Herr Ober!	Waiter! ('H_')	
es gibt	there is/are	
anscheinend	apparently, seemingly, apparent ('a_')	
Herzliche Grüße	Kind regards (two words) ('H_')	
stark reduziert	sharply reduced	
Euch ist nicht bewusst ...	You guys don't realise ...	
unterirdisch	underground, subterranean, abysmal (really bad)	
der Umbau; -ten	the conversion, renovation, reconstruction, rebuild	
der Bereich	range, area, region (B)	
Auf Wiederhören!	Goodbye! (on the telephone)	
usw. (und so weiter)	etc. (and so on)	
das Kapitel; -	the chapter, chapters	
bestehen auf	to insist on (sth), to demand (sth) (2 words)	
dreisprachig	trilingual	
der Lastkraftwagen; -	the truck (full term/long version)	
die Abwicklung; -en	the handling, transation, processing, execution ('A_')	
Anfang Juli	beginning of July	
in der Vergangenheit	in the past (3 words)	
der Schlag; -"e	the blow, punch, jab, beat (heart, pulse, drums, waves)	
erzählen von	to tell about (2 words)	
Kann Ich Ihnen Helfen?	May I help you? (formal) (four words) ('Kann_')	
das Rotkäppchen	the Little Red Riding Hood (no plural)	
radikal	radical, radically, sweeping	
auf dem Land	in the country	
sich um etwas kümmern	to take care of sth, to look after sth, to tend to sth, to care about sth (4 words)	
wickeln	to wind, roll, wrap, coil	
unübersetzbar	untranslatable	
ins Konzert	(go) to a concert	
in der Mitte	in the middle	
die Ähnlichkeit; -en	the resemblance, analogy, similarity, likeness	
illegal	illegal	
zu Weihnachten	for Christmas	
der Standpunkt; -e	the standpoint, viewpoint	
das Reformhaus; -"er	the health food store ('R_')	
keinerlei	no (bread, cheese) whatsoever, no (movies, plays) at all (one word) ('k_')	
Verzeihung!	Sorry! Pardon! Excuse me! ('V_')	
die Weltfirma; die Weltfirmen	the global company, worldwide company	
das Protokoll; -e	the minutes (of a meeting), log (computer), report, protocol	
die Rubrik; -en	the column, category, heading, rubric, section (newspaper)	
zu Hause sein	to be at home	
vermissen	to miss (feel the need of something)	
sich lösen von	to break away from, to break free of (a bad habit) to part with (3 word phrase with reflexive)	
der Wert; -e	the worth, value, merit	
Bestand haben	to last, to be durable, to endure, to have staying power ('B_')	
willkommen	welcome	
der Fahrkartenschalter; -	the ticket office, ticket window, booking office (bus, plane, travel)	
der Betrug; -	the deceit, deception, fraud, cheating	
die Vereinigten Staaten	the United States (plural only)	
Gute Nacht!	Good night!	
das Lehrbuch; -"er	the textbook, schoolbook ('Fachbuch' or ...)	
Quatsch!	nonsense! ('Q_')	
zum Frühstück	for breakfast, at breakfast	
weder ... noch ...	neither ... nor ...	
leihen	to lend, to loan, rent, hire (l_)	
die Auswanderung; -en	the exodus, hemorrhage (fig), emigration ('Au_')	
der Darsteller; -	the actor, performer (male) (not 'Schauspieler')	
die Scheidung; -en	the divorce	
der Flugbegleiter; -	the male flight attendant	
das Bundesland; -"er	the German state	
sich befinden	to be located, to be situated, to feel	
die Anordnung; -en	the order (a command), arrangement (order of items)	
auf einmal	suddenly, all of a sudden, in a single stroke, at once ('a~')	
der Fahrradweg; -e	the bicycle path	
zuschlagen	to strike, pounce, shut (a book), slam, coldcock (punch suddenly and without warning) (am)	
jemanden verklagen	to sue sb, to institute legal proceedings against sb (two words) (j)	
zum Geburtstag	for sb's birthday, for one's birthday	
sich ausziehen	to undress, to get undressed	
sitzen bleiben	to stay seated, repeat the year (school), to get held back (school)	
das Präteritum	the simple past tense (no plural)	
neblig	foggy, hazy, misty	
ausscheiden	to leave, retire, withdraw, resign, excrete (sweat), eliminate	
halb drei	half past two	
in erster Linie	first and foremost ('in_')	
die Einstufung; -en	the classification, assessment, grading, rating, placement	
Von wegen!	my butt! my eye! are you kidding me! You must be joking! (2 part phrase) ('V_')	
eine Tasse Kaffee	a cup of coffee	
der Betrüger	the fraud, crook, cheater, swindler, deceiver ('B_')	
die E-Mail-Adresse; -n	the email address	
sich bewerben	to apply (job, position) to submit one's application	
industrialisiert	industrialised	
der Violinist; -en; -en	the violinist ('Geiger' or ...)	
die Winterjacke; -n	the winter jacket	
Sehr geehrte Frau	Dear Madam	
ab und zu	now and then, now and again (3 part phrase)	
die Fachhochschule; -n	the technical college	
waschbar	washable	
die Hausärztin; -nen	the female family doctor, general practitioner	
bodenlos	bottomless	
verlangen	to demand, require, claim, request ('V_')	
Mit freundlichen Grüßen	Yours sincerely (3 words) ('M_')	
verfügbar	available, obtainable, procurable ('v_')	
die Übernachtung; -en	the overnight stay	
der Hersteller; -	the manufacturer, producer, manufacturers, maker	
Elektronische Datenverarbeitung (EDV)	electronic data processing (EDP)	
das Erlebnis; -se	the experience (not 'Erfahrung')	
Frohe Weihnachten!	Merry Christmas! (two words & and an exclamation point)	
ins Bett	(go) to bed	
eines Tages	one day, some day, eventually	
wieder verwerten	to recycle ('w~') (idiom)	
der Nachweis; -e	proof, evidence, verification (not 'Beweis,' 'Beleg,')	
sonnenbaden	to sunbathe	
die Aufregung; -en	excitement, commotion, fuss (not 'G_')	
jemanden diskriminieren	to discriminate against sb (two words) (j)	
Wie ist das Wetter?	How is the weather?	
die Gabe; -n	the talent, gift (talent), endowment, present (not 'Talent')	
der Beleg; -e	proof, evidence, supporting document, sales receipt	
Gott sei Dank!	Thank God!	
die Katastrophe; -n	disaster, catastrophe	
beschleunigen	to accelerate, speed up ('b_')	
rechen	to rake	
vor allem	above all (2 part phrase)('vor_')	
abgesehen von	apart from (2 part phrase)	
Bis später!	See you later! ('Bis s_')	
Keine Angst!	Fear not!, Don't be afraid! No worries! Don't worry! (two words, not plural)	
handgestrickt	hand-knitted	
das Relikt	the remnant, relic, leftovers (not 'Überbleibsel')	
nähern	to near, to approximate (come closer)	
durcheinander	confused, flustered, distraught, messy, muddeled, jumbled (not 'unordentlich')	
zum Mittagessen	for lunch, at lunch	
der Fahrradhelm; -e	the bicycle helmet	
eine Glatze bekommen	to go bald ('eine_')	
um Rat fragen	to ask for advice (not 'um Rat bitten') ('um_')	
das Lexicon; die Lexica	the encyclopedia (L-)	
damalig	then (e.g. the then President)	
stattdessen	instead, instead of, in lieu of ('s_')	
jedes Mal	each time, every time, whenever (2 parts)	
der Applaus; -e	the applause	
die Lebenshaltungskosten	The cost of living (plural only)	
auslagern	to outsource (work), to transfer, swap (comp), remove sth from stock	
das T-Shirt; -s	the T-shirt	
Unrecht haben	to be wrong ('U~')	
zur Uni	to the university (short form)	
noch mal	again, once again (2 part phrase (not 'noch einmal') ('n_')	
jemanden abholen	to pick sb up (from somewhere) (two words) (j)	
der Doppelgänger	the lookalike, the double, the fetch (in movies), sb who looks like/doubles as sb else.	
so schnell wie möglich	as fast as possible (4 words) (s)	
die Vokabel; -n	the vocabulary ('V_')	
der Barcode; -s	the barcode ('not Strichcode,' 'Balkencode')	
immer mehr	more and more ('i_')	
das Fundbüro; -s	the lost property office, lost and found office	
Danke.	Thank you.	
markieren	to tag, mark, highlight, label	
das Insekt; -en	the insect	
mittellang	of medium length	
die Übung; -en	the exercise, practice, drill, tutorial (university) training	
wie viele	how many	
die Angabe; -n	statement, declaration, specification, indication, information ('A_')	
morgen Nachmittag	tomorrow afternoon	
Österreich	Austria	
etwas treiben	to drive or propel sth.	
der Schulkamerad; -en	the classmate ('S_')	
infizieren	to infect	
das Königreich; -e	kingdom, realm	
drei Euro das Stück	three euros apiece	
der Fahrgast; -"e	the passenger ('F_')	
zum Abendessen	for supper, at supper	
im Freien	outdoors, in the open air	
die Fliege; -n	the fly (insect)	
vor kurzem	not long ago, recently, a short while ago (2 parts)	
